Population,State,County,electricity (kWh),Nat. Gas (cu.ft.),FUELOIL (gallons),Vehicle miles traveled,Transport (tCO2e/yr),Housing (tCO2e/yr),Food (tCO2e/yr),Goods (tCO2e/yr),Services (tCO2e/yr),Total Household Carbon Footprint (tCO2e/yr),Households,Total County Carbon Footprint (tCO2e/yr)
46678,MI,BARRY ,11916.79724,49915.54473,63.56247157,29958.14234,20.23064248,17.97848062,8.08758173,5.513132625,6.156515972,57.96635343,19211.0,1113591.616
91122,MI,ALLEGAN ,12184.16962,53735.08324,60.2041282,29245.79248,19.78146679,18.37085849,8.225222888,5.534007413,6.163381207,58.07493679,37220.0,2161549.147
244821,MI,OTTAWA ,12860.6466,71301.87727,19.32661834,27946.01859,19.1953357,19.71295136,8.442095776,5.926984381,6.662157511,59.93952472,89626.0,5372139.843
153002,MI,MONROE ,12802.45502,69912.84144,19.40844716,29640.64183,20.28589893,19.52648278,8.069823336,5.905788885,6.687705771,60.4756997,58488.0,3537102.724
1194507,MI,OAKLAND ,12608.3621,77349.52822,6.062223932,27035.04281,19.28048887,19.70236479,7.623573533,6.732640957,7.867453871,61.20652202,491480.0,30081781.44
84091,MI,LAPEER ,12608.19781,55183.52557,52.64851213,32948.81543,22.27943397,18.78429218,8.382759035,5.925728378,6.667393563,62.03960713,31592.0,1959955.268
50880,MI,CLINTON ,12607.07537,57964.59852,78.68226176,33007.06433,22.4172303,19.40502118,8.234939269,6.038584577,6.846463904,62.94223923,19054.0,1199301.426
130356,MI,LIVINGSTON ,13288.27907,65679.48804,33.30341845,32805.24267,22.80453762,19.93552881,8.367601261,6.877907342,7.960547077,65.94612211,49714.0,3278445.515
5156,MN,COOK ,8069.685701,20268.49535,82.74446851,17261.01746,12.19014139,12.18576296,6.531103569,4.749385541,5.348762426,41.00515589,4626.0,189689.8511
14147,MN,AITKIN ,8935.765516,26868.93648,76.42356381,17609.10179,12.14662032,13.47145122,6.862934191,4.428545571,4.868071851,41.77762316,12773.0,533625.5806
23534,MN,CASS ,8975.690707,24685.07372,74.48367258,17921.12939,12.30840149,13.33573385,7.451953344,4.541773413,4.931304888,42.56916698,18922.0,805493.7776
4518,MN,LAKE OF THE WOODS ,9104.908238,30884.32002,22.9825352,21033.0529,14.32384498,13.24009919,7.045737052,4.58189652,5.052392961,44.2439707,2959.0,130917.9093
16728,MN,HUBBARD ,9231.349777,28423.28238,78.26637529,19650.29489,13.48946364,13.9203925,7.272686514,4.67600865,5.14086819,44.49941949,11400.0,507293.3822
4039,MN,MAHNOMEN ,8646.777579,15876.99932,223.2359656,21758.37955,14.48697211,14.40429905,7.732550136,4.303599151,4.58291754,45.51033798,1982.0,90201.48988
6051,MN,BIG STONE ,10217.05787,31645.38697,110.1105654,20983.82515,14.13653451,15.59339516,7.177873079,4.376855081,4.751837312,46.03649514,3389.0,156017.682
8986,MN,CLEARWATER ,9168.783529,23982.38384,132.2432657,23462.46127,15.63028618,14.27289914,7.406564656,4.387392889,4.732952338,46.43009521,4480.0,208006.8265
30894,MN,BECKER ,9843.58721,34562.16807,79.65260532,20786.2987,14.16454626,14.98222036,7.488587104,4.692836672,5.133585217,46.46177561,18049.0,838588.5881
4300,MN,TRAVERSE ,9538.667041,17100.20826,203.9462848,22271.80302,14.93324731,15.24599722,7.164062791,4.376280068,4.755216871,46.47480427,1746.0,81145.00825
14484,MN,KOOCHICHING ,9598.915035,47152.26659,68.50448921,20639.85481,14.1818632,15.34178269,7.011971831,4.733772524,5.26032097,46.52971121,7799.0,362885.2177
39764,MN,BELTRAMI ,9473.599645,36069.46425,59.02190806,21568.16203,14.55168977,14.42689426,8.050000251,4.685967484,5.045670071,46.76022184,16814.0,786226.37
53283,MN,OTTER TAIL ,10027.33844,37614.7255,99.07528037,21268.43898,14.50462121,15.58517988,7.331681212,4.721211294,5.194199773,47.33689337,31417.0,1487183.179
27692,MN,PINE ,9648.858018,36748.77788,47.63727109,22333.52029,15.20101315,14.35942364,7.597003828,4.854041708,5.335747186,47.34722952,16274.0,770528.8132
43500,MN,ITASCA ,9577.187637,33426.34485,132.4666405,21662.02841,14.77806672,15.21744991,7.318906897,4.771535001,5.261652101,47.34761063,24075.0,1139893.726
199488,MN,ST. LOUIS ,9045.912758,40580.21973,151.2564161,21887.0744,15.00174595,15.48138779,6.990738541,4.816771203,5.3723855,47.66302898,96155.0,4583038.552
5418,MN,KITTSON ,9632.091606,25723.50259,180.2540982,23133.61739,15.57191196,15.47909895,7.12889258,4.540497525,4.980880103,47.70128112,2806.0,133849.7948
15954,MN,WADENA ,9800.231029,35680.89326,114.3900111,23377.77372,15.60136605,15.46231029,7.517974803,4.455930579,4.807732053,47.84531377,7376.0,352907.0343
13803,MN,PENNINGTON ,9549.695503,43366.16868,60.73418284,23590.88872,15.90781685,15.09888469,7.160041295,4.634658481,5.103567416,47.90496873,6113.0,292843.0739
34185,MN,DOUGLAS ,10444.89854,42026.63141,59.49152502,21322.99488,14.63153679,15.80432074,7.285449759,4.849360354,5.377822028,47.94848967,17684.0,847921.0912
58295,MN,CROW WING ,10953.33951,51471.00501,36.76663228,20562.24427,14.17956522,16.60191707,7.346343597,4.896945226,5.429345478,48.45411659,35222.0,1706650.895
10356,MN,POPE ,10832.75458,43681.15438,78.5029105,22351.36896,15.17636757,16.48163535,7.203264774,4.703309721,5.185156897,48.74973432,5445.0,265442.3034
6739,MN,GRANT ,9680.147658,16244.03503,222.9692275,24377.61404,16.36132337,15.50573787,7.249436118,4.621789818,5.066552948,48.80484013,3352.0,163593.8241
6092,MN,LINCOLN ,10528.46037,31575.35151,156.8803951,24328.45666,16.24751786,16.53688082,6.986690742,4.423246903,4.835848314,49.03018464,2915.0,142922.9882
31146,MN,POLK ,9846.234307,38885.86812,121.4675786,23558.47194,15.89983905,15.84734036,7.434472163,4.727170818,5.187250483,49.09607287,13904.0,682631.7972
4502,MN,RED LAKE ,9235.54621,16487.98686,188.9604249,26499.33785,17.62128818,14.6886529,7.27721235,4.551552865,4.971316464,49.11002276,1965.0,96501.19473
22544,MN,TODD ,10368.79698,39361.05182,103.0407533,23511.4929,15.71522342,16.10266229,7.804485894,4.57373647,4.92891666,49.12502474,10384.0,510114.2569
10756,MN,LAKE ,9915.209411,45650.4455,99.79165331,22504.89253,15.51031217,15.92385561,7.065309595,5.041177015,5.663061872,49.20371626,5963.0,293401.7601
9849,MN,PIPESTONE ,10523.14647,42868.27636,116.9969188,23890.53071,15.98596736,16.74021308,7.296180323,4.51199021,4.912958243,49.44730921,4317.0,213464.0338
51202,MN,CLAY ,9964.929873,40922.22124,97.07605697,23587.39321,16.00335837,15.79515977,7.575049217,4.896106712,5.396204863,49.66587893,19763.0,981546.7652
512720,MN,RAMSEY ,10466.30338,67798.89483,8.56933746,19498.15602,13.87178369,16.80470687,7.454288384,5.470371351,6.188303486,49.78945378,292630.0,14569887.86
12092,MN,COTTONWOOD ,11341.82855,54902.13067,68.00322529,23175.48288,15.55390292,17.67717191,7.215210883,4.498108129,4.908814249,49.85320808,5381.0,268260.1127
7245,MN,NORMAN ,10290.59727,27434.63612,186.0978006,25016.2254,16.70591026,16.4139658,7.263917184,4.546647867,4.964664622,49.89510573,3348.0,167048.814
21823,MN,MARTIN ,11324.42646,59329.85621,31.18739434,23299.50296,15.74178332,17.47702343,7.074545205,4.6305407,5.111893321,50.03578598,9793.0,490000.4521
9553,MN,MARSHALL ,10115.82581,31315.66202,134.8848936,25687.89501,17.21472543,15.76395654,7.265093688,4.68728507,5.160103113,50.09116384,4664.0,233625.1881
12431,MN,SWIFT ,10367.37799,45296.79275,102.5644466,24527.33481,16.49634264,16.60061036,7.205965731,4.665261986,5.138905526,50.10708624,4993.0,250184.6816
49090,MN,WINONA ,10829.71361,53839.1068,52.16832221,23174.87132,15.79078105,16.85015878,7.384683642,4.916295143,5.448702583,50.3906212,19211.0,968054.2238
40339,MN,KANDIYOHI ,10827.04687,46857.41219,65.18524869,23105.25469,15.78095037,16.57413362,7.585865787,5.019311554,5.559259033,50.51952036,18089.0,913847.6039
10193,MN,STEVENS ,10764.13495,47006.45621,97.41774591,23729.21024,16.08238138,16.98190239,7.318649073,4.814855824,5.324598709,50.52238738,4128.0,208556.4151
55640,MN,BLUE EARTH ,11046.55369,57681.53989,24.27960859,23190.2629,15.83273843,16.92047558,7.374948958,4.959983129,5.511825049,50.59997114,27442.0,1388564.408
16701,MN,ROSEAU ,9959.886207,31780.79287,64.71478371,25979.12532,17.52118095,14.7187802,7.809448536,5.032262133,5.545215115,50.62688693,7568.0,383144.2803
26786,MN,LYON ,10626.47536,41390.983,72.73946041,24390.52165,16.56034261,16.15189093,7.474500112,4.975009853,5.514408258,50.67615176,11036.0,559262.0108
30436,MN,FREEBORN ,11156.44541,61529.01244,33.89461621,23834.57531,16.14458897,17.43155964,7.111809699,4.76796881,5.285281191,50.7412083,13192.0,669378.0199
20723,MN,NOBLES ,10695.57592,48422.78264,62.98998772,24435.28413,16.43971618,16.55217048,7.720494137,4.799161038,5.244695534,50.75623737,8093.0,410770.2291
8547,MN,MURRAY ,10501.0731,26035.63462,193.2692446,25471.69521,17.08902333,16.59798668,7.247220077,4.690664398,5.169226702,50.79412118,3935.0,199874.8669
12199,MN,CHIPPEWA ,10670.43285,42882.64113,129.9877157,24790.40413,16.68036137,17.05705481,7.204251988,4.708506194,5.192619476,50.84279384,5428.0,275974.6849
33916,MN,CARLTON ,9717.632589,35106.72789,140.6927669,25269.2638,17.14298856,15.62394757,7.566187345,5.066072718,5.623469126,51.02266532,14836.0,756972.2626
38880,MN,MOWER ,11183.11445,64170.32744,15.39603673,24044.58976,16.26302378,17.38812858,7.302692901,4.794875943,5.297405337,51.04612653,16358.0,835012.5379
12184,MN,KANABEC ,9968.599503,38901.90082,41.25201861,27116.61252,18.18246045,14.84852501,7.708049902,4.945420968,5.442922096,51.12737843,5437.0,277979.5565
11979,MN,YELLOW MEDICINE ,11047.38305,47513.99568,96.79650878,25354.72627,16.97821372,17.3145886,7.174966191,4.609850938,5.070991141,51.14861059,5364.0,274361.1472
7422,MN,LAC QUI PARLE ,11542.19491,47913.93987,87.50879188,25050.01981,16.77113606,17.75549676,7.070840744,4.558681599,5.013130022,51.16928519,3473.0,177710.9275
17244,MN,REDWOOD ,10913.9808,40551.57403,122.6856648,25043.17061,16.88026288,17.08804892,7.332393876,4.803791047,5.307078611,51.41157533,7453.0,383170.4709
10301,MN,ROCK ,10866.64561,46913.80192,56.22884039,25752.53102,17.34751524,16.60181075,7.335368411,4.856210248,5.375857779,51.51676243,4444.0,228940.4922
17063,MN,FARIBAULT ,11277.49634,48648.43814,92.14509462,25410.59052,17.03870166,17.56676867,7.14866612,4.647939979,5.124164395,51.52624082,7583.0,390723.4842
11893,MN,WATONWAN ,11316.90708,56176.24393,46.80594895,24504.12907,16.48021415,17.48217441,7.609514,4.769756137,5.219989296,51.561648,5034.0,259561.336
10036,MN,JACKSON ,11304.81475,49510.84279,85.82040839,25353.77591,17.06655245,17.55784603,7.163414707,4.75335383,5.262999773,51.80416679,4526.0,234465.6589
7381,MN,WILKIN ,10284.48921,37445.96767,145.2946955,25997.71969,17.48069084,16.4858433,7.612846498,4.899111003,5.394232071,51.87272371,3221.0,167082.0431
32840,MN,MORRISON ,10917.95857,38724.26872,116.0820315,25898.36428,17.35606946,16.77509898,7.909806029,4.883105668,5.325576361,52.2496565,14711.0,768644.6968
22287,MN,MEEKER ,11310.53451,44381.903,70.17683699,25793.27779,17.48518733,16.97007042,7.720983982,5.128336788,5.690263767,52.99484229,9640.0,510870.2797
28243,MN,MILLE LACS ,11045.15114,41499.88461,55.52264946,27171.8241,18.31342993,16.25829845,7.803376766,5.107578718,5.656643309,53.13932717,13041.0,692989.9657
28627,MN,BROWN ,11818.35609,60835.37017,61.11098448,24751.58371,16.85423385,18.49826862,7.346538582,5.055701464,5.641498344,53.39624086,11800.0,630075.6422
133967,MN,STEARNS ,11563.26352,51195.06434,53.18059764,25065.6608,17.08150136,17.427216,7.959227496,5.262930116,5.835329718,53.5662047,57213.0,3064683.269
17137,MN,RENVILLE ,11847.69321,47391.19509,115.5450014,26031.62537,17.55084917,18.27954102,7.461148976,4.939562502,5.469574631,53.7006763,7357.0,395075.8755
1120175,MN,HENNEPIN ,11635.52382,72191.99503,6.172598707,21483.28829,15.4437909,18.23232036,7.322843609,5.989381946,6.907859581,53.89619639,531325.0,28636396.55
40975,MN,BENTON ,11020.80958,49361.94037,48.4566418,27024.03522,18.34488466,16.6432019,7.735579988,5.297439577,5.914456962,53.93556308,35718.0,1926470.442
20536,MN,HOUSTON ,11520.94176,48254.92417,82.47605109,26432.73929,17.89235097,17.57449322,7.632595442,5.134723589,5.707541685,53.94170491,8482.0,457533.541
23825,MN,FILLMORE ,12112.50993,53585.2157,45.48515826,27055.17095,18.1694356,18.08702729,7.598835677,4.95453519,5.471728586,54.28156235,9261.0,502701.5489
28889,MN,NICOLLET ,11966.48798,60686.35846,31.4137464,25063.14545,17.25550556,18.19240749,7.624869327,5.448451846,6.13655083,54.65778505,26144.0,1428973.132
23359,MN,WABASHA ,11566.79454,49154.19335,46.32607867,27703.16944,18.72549748,17.25064698,7.730515433,5.235515555,5.832806022,54.77498146,9898.0,542162.7665
120444,MN,OLMSTED ,12066.52603,65586.57125,10.52277288,23517.73936,16.52976244,18.35021683,7.583169772,5.797223944,6.610355854,54.87072883,48012.0,2634453.433
21153,MN,LE SUEUR ,12263.03805,59783.07178,24.20485319,26638.73876,18.09538737,18.30396769,7.720703446,5.283173374,5.892105485,55.29533737,9207.0,509104.1711
19761,MN,WASECA ,12094.97024,59476.94685,35.18652939,27371.12241,18.50470101,18.27777185,7.682433581,5.206983447,5.795729848,55.46761973,7574.0,420111.7518
34118,MN,STEELE ,11966.77019,66129.10057,22.39442798,26377.66991,18.05010458,18.46038708,7.746784688,5.464166988,6.136924647,55.85836799,13358.0,746156.0796
35981,MN,MCLEOD ,11866.341,52597.09525,78.86554571,27133.41427,18.50752449,18.15758998,7.71206609,5.439969997,6.111062499,55.92821306,14519.0,812021.7254
58804,MN,RICE ,11959.63331,61338.75153,16.85273498,25910.33382,17.86242027,18.07023344,7.947684851,5.67033028,6.38773454,55.93840338,20865.0,1167154.787
13801,MN,SIBLEY ,12045.74475,48964.04225,132.4393392,28812.31635,19.32427523,18.74528739,7.726407507,5.10244776,5.654092184,56.55251008,5474.0,309568.4402
45129,MN,GOODHUE ,12084.36931,56202.70997,48.03509534,28597.73862,19.49032301,18.25212861,7.687451971,5.56379997,6.28133879,57.27504235,18010.0,1031523.513
28056,MN,ISANTI ,11323.56485,42170.54549,49.65578595,31109.01173,20.97862022,16.55962666,8.239966852,5.612361384,6.270452535,57.66102765,10799.0,622681.4376
17581,MN,DODGE ,13051.59197,58479.86466,27.67543595,30645.50896,20.69115679,19.07849854,8.19273022,5.60323331,6.261094595,59.82671345,6593.0,394437.5218
88507,MN,WRIGHT ,13165.12447,55822.91808,36.99362916,30134.37656,20.61062225,19.06134497,8.467202481,6.039556512,6.812207929,60.99093414,34130.0,2081620.582
357059,MN,DAKOTA ,13367.70009,71846.39018,4.546214149,26683.06751,18.89067855,19.93237987,8.170713608,6.59819829,7.608691362,61.20066168,371856.0,22757833.25
282579,MN,ANOKA ,13485.90205,73156.53628,10.75495613,27966.46589,19.44063088,20.17045113,8.339747858,6.264424965,7.133843923,61.34909876,463928.0,28461564.69
48995,MN,CHISAGO ,13340.24519,60074.85158,30.11738265,32274.00416,21.87806244,19.34896872,8.416597204,5.954250268,6.701844123,62.29972276,18423.0,1147747.792
205724,MN,WASHINGTON ,14369.81472,74543.00123,16.31290996,28898.69533,20.38613122,21.25526376,8.347915168,6.853343519,7.927403833,64.7700575,336337.0,21784566.83
66319,MN,CARVER ,14221.57361,67608.47233,31.50953893,29856.42413,20.9436426,20.89759368,8.49636424,6.84148149,7.890243144,65.06932516,23583.0,1534529.895
59618,MN,SHERBURNE ,14370.03007,61008.33414,21.99641681,33493.57868,22.79619056,20.37147624,8.946100339,6.360622413,7.171526973,65.64591652,21129.0,1387032.57
91355,MN,SCOTT ,14808.44446,71546.47246,12.31841008,30742.40053,21.46885719,21.42872171,8.664659406,6.854018183,7.882909827,66.29916632,32282.0,2140269.687
337173,MO,SAINT LOUIS CITY ,10666.41183,57278.95798,3.715863079,12616.17073,8.855756164,16.73484143,7.009001432,4.123713387,4.433427624,41.15674004,446095.0,18359815.95
17048,MO,BENTON ,10443.43628,23765.25446,2.973028015,18494.08365,12.47519703,14.40382727,6.781291647,4.06177108,4.387947131,42.11003416,13341.0,561789.9657
7726,MO,HICKORY ,10297.99841,24206.5395,1.719288478,20187.20787,13.45105467,14.33012916,6.768525757,3.941200736,4.234998151,42.72590848,5338.0,228070.8994
41017,MO,TANEY ,9939.169248,22824.00116,2.891617382,19302.51018,13.14327023,13.88003138,7.096970037,4.421552147,4.823174585,43.36499837,20509.0,889372.7517
14149,MO,WAYNE ,10649.95136,28299.67869,0.255296218,20796.10241,13.81247475,14.85472598,7.020108135,4.008845555,4.276896572,43.97305099,8329.0,366251.5417
9632,MO,OREGON ,10424.61968,24568.11992,14.58825498,21936.8235,14.37602813,14.69873875,7.165156769,3.837266507,4.019829104,44.09701926,4612.0,203375.4528
24968,MO,ADAIR ,10328.75346,37935.39741,6.812358231,20043.75889,13.42591634,15.33465278,6.860149792,4.081934435,4.401907696,44.10456104,10849.0,478490.3827
35143,MO,CAMDEN ,11026.51147,23530.68309,1.41227382,17412.27121,12.18832578,15.04205543,6.94661725,4.716036602,5.238909326,44.13194439,31401.0,1385787.186
7141,MO,SHANNON ,10541.08422,25060.38913,5.11295194,22298.4019,14.53431713,14.67691439,7.469487467,3.799216499,3.933295336,44.41323083,3284.0,145853.05
6424,MO,REYNOLDS ,10562.14425,24342.74241,9.224082272,21947.39601,14.56143347,14.682911,7.287879826,4.147112605,4.422483847,45.10182074,3369.0,151948.0341
6641,MO,CARTER ,10598.29266,24826.7678,1.912211816,22467.69884,14.78985519,14.67417699,7.455399789,4.03350589,4.251782507,45.20472037,3345.0,151209.7896
39513,MO,BUTLER ,11496.0936,33660.40647,0.424355271,19922.27573,13.34798307,16.1379192,7.176446739,4.165594693,4.465149088,45.29309279,17861.0,808979.9303
13625,MO,RIPLEY ,11455.25042,29592.70717,0.201839316,21527.30657,14.13427269,15.79804926,7.39693211,3.899109076,4.077838887,45.30620203,6489.0,293991.9449
41077,MO,PHELPS ,10580.57615,28435.6336,14.63559553,20921.09105,14.06409421,15.09959411,7.165114054,4.318548251,4.67592358,45.32327421,18121.0,821303.0519
19659,MO,PEMISCOT ,12787.23724,42099.81143,0.393668464,18045.26593,11.95752815,17.91133672,7.556307035,3.883162913,4.034137095,45.34247191,8604.0,390126.6283
18880,MO,MORGAN ,11704.96122,28718.55142,1.058136801,19144.84523,13.00714705,16.02954151,7.236341631,4.392523609,4.765827134,45.43138094,14345.0,651713.1596
8421,MO,SAINT CLAIR ,11053.27809,27201.1285,6.555163781,22609.17302,14.94885267,15.33736705,6.956077663,4.050113654,4.328487571,45.62089861,4544.0,207301.3633
10281,MO,GRUNDY ,10786.07409,40461.6145,6.891763252,21380.68972,14.29071057,16.02865933,6.834864313,4.142211572,4.486740097,45.78318588,5082.0,232670.1506
21971,MO,TEXAS ,10820.7898,25439.05919,2.232410479,23314.98589,15.3302329,14.98253667,7.233267489,4.010760892,4.25091678,45.80771473,10329.0,473147.8855
13891,MO,MISSISSIPPI ,12287.33037,40432.68263,0.697910182,19574.67691,12.9949047,17.32891835,7.359705565,3.980060584,4.19581142,45.85940062,6038.0,276899.061
39331,MO,HOWELL ,11174.23121,28619.64727,7.676003499,22494.87984,14.85044335,15.60437774,7.430383158,4.1089164,4.350240167,46.34436081,17353.0,804213.6931
5099,MO,PUTNAM ,11397.85788,38407.2209,5.66534518,22086.55266,14.64041989,16.40849006,6.964906844,4.053258815,4.342418426,46.40949403,2835.0,131570.9156
9215,MO,OZARK ,10998.89746,25006.5997,0.285254933,23820.7936,15.6928365,15.08439464,7.261803581,4.097748569,4.365013968,46.50179726,4153.0,193121.964
12307,MO,MADISON ,11292.87375,31515.88651,2.11886687,22516.06907,14.87465119,15.79614883,7.419940684,4.140059064,4.384647085,46.61544685,5847.0,272560.5178
11243,MO,IRON ,11285.36748,30868.26041,5.213038064,22361.99893,14.81968216,15.77515338,7.420998844,4.173430765,4.446121677,46.63538682,5257.0,245162.2285
24827,MO,STONE ,11467.38413,25555.22779,1.301311184,21585.75458,14.56789303,15.44972646,7.250846659,4.484812474,4.890939505,46.64421813,13845.0,645789.2
33084,MO,DUNKLIN ,13016.91707,38938.96439,0.392724839,19852.77548,13.22024233,17.93596385,7.258098477,4.049318224,4.298554408,46.76217728,14658.0,685439.9946
14539,MO,DENT ,11042.27027,27844.13364,31.82834458,22697.1943,15.04482065,15.71958216,7.353767797,4.187879021,4.474022983,46.78007261,6845.0,320209.597
34243,MO,LACLEDE ,10783.03226,23771.90538,18.04641658,22582.03665,15.0592384,15.04271203,7.592793856,4.385808719,4.705965719,46.78651873,15054.0,704324.253
4317,MO,KNOX ,11607.37959,35908.85587,15.58883254,22024.59671,14.62045712,16.67745907,7.150958999,4.100514082,4.395659472,46.94504874,2292.0,107598.0517
18226,MO,NEW MADRID ,12939.916,36235.57899,1.326684437,20011.19044,13.33230107,17.68265931,7.474770109,4.136698864,4.380467534,47.00689689,7955.0,373939.8647
3301,MO,MERCER ,11303.55755,38089.39847,6.050376718,22421.96183,15.01164241,16.23363371,6.856122387,4.286493868,4.671912834,47.05980521,1876.0,88284.19458
10398,MO,DOUGLAS ,11097.18548,28415.89393,2.137112207,24107.31343,15.87692683,15.4437565,7.343366994,4.132133319,4.399331815,47.19551546,4761.0,224697.8491
7484,MO,SULLIVAN ,11033.56843,34579.98476,7.61297076,23617.83218,15.58898365,15.87228237,7.309569749,4.138661215,4.415857705,47.3253547,3491.0,165212.8132
20583,MO,WRIGHT ,11345.28854,28872.09524,2.366245535,24032.54905,15.74888503,15.74313834,7.552910654,4.059968445,4.269987392,47.37488986,9107.0,431443.1219
13824,MO,CEDAR ,12142.00496,35815.31573,1.259038001,22163.94097,14.75471546,16.91491955,7.105724826,4.183949265,4.504478815,47.46378792,6781.0,321851.9459
21325,MO,WASHINGTON ,11048.30884,27487.72521,2.938399401,23985.17388,15.74481812,15.2834264,7.928415475,4.201336266,4.403798618,47.56179488,8672.0,412455.8852
26256,MO,POLK ,10942.33187,23964.50827,3.194273685,23928.42992,15.88345531,15.04290835,7.590055987,4.385872787,4.702603635,47.60489607,11231.0,534650.5878
16283,MO,DALLAS ,11028.77351,24438.55776,2.385071327,24463.03845,16.09581515,15.09958307,7.703201498,4.234876516,4.480699657,47.6141759,7288.0,347012.1139
20782,MO,CRAWFORD ,11030.45101,26812.68968,6.852859816,23415.16341,15.5920506,15.30591839,7.597815417,4.431428421,4.759921292,47.68713412,10023.0,477968.1452
20798,MO,MILLER ,11312.44394,28003.64558,3.678795516,23122.69536,15.43882905,15.65813492,7.471977594,4.424033315,4.777437212,47.77041209,9952.0,475411.1411
21926,MO,NODAWAY ,10961.90716,36194.8339,10.19788404,23212.7492,15.57729384,15.99848903,6.990155979,4.441792352,4.864494411,47.87222561,8927.0,427355.358
9145,MO,HARRISON ,11132.98207,37034.70295,8.746478236,23808.61804,15.81305069,16.18965244,7.056990705,4.255382654,4.601983041,47.91705953,4520.0,216585.1091
36017,MO,BARRY ,12058.09005,33299.7359,1.101008575,22162.4908,14.79659306,16.52705088,7.541701974,4.38076121,4.697915826,47.94402295,17224.0,825787.8512
57308,MO,SAINT FRANCOIS ,11604.26325,34158.83644,0.465067178,22101.2106,14.8481466,16.272083,7.475849969,4.489527812,4.862464091,47.94807147,25377.0,1216778.21
30126,MO,STODDARD ,12571.07505,36263.47544,0.408351165,22269.50292,14.78539532,17.3684568,7.189095798,4.156174024,4.452349862,47.95147179,13430.0,643988.2662
2427,MO,WORTH ,11207.78708,35669.77438,26.43261134,24210.84425,16.01359807,16.46292636,6.957379481,4.145786273,4.474298497,48.05398868,1269.0,60980.51164
44369,MO,PULASKI ,10973.84336,29292.61348,3.504222875,21760.60808,14.64758583,15.42638951,8.325625775,4.726290796,5.057707422,48.18359934,16796.0,809291.7345
15992,MO,MACON ,11472.53572,36733.47195,7.224129038,23149.08573,15.46589215,16.47110401,7.154407204,4.362284533,4.738209542,48.19189743,7669.0,369583.6614
5284,MO,HOLT ,11888.67583,37671.48813,15.0605545,22785.95307,15.20667101,17.07211307,7.032359955,4.276209107,4.638490156,48.2258433,2904.0,140047.8489
7834,MO,DAVIESS ,11491.29194,28364.00511,18.24425658,23164.97677,15.41185781,16.10489231,7.702207046,4.413295604,4.722450834,48.35470361,3705.0,179154.1769
20163,MO,MCDONALD ,12284.33156,31451.13367,0.536364691,22854.79085,15.10113884,16.7119879,7.934619848,4.285699264,4.515871194,48.54931704,8630.0,418980.6061
26428,MO,RANDOLPH ,12029.39652,42756.88929,0.751083433,21574.45153,14.52299881,17.27084151,7.458817542,4.499126817,4.869184833,48.62096952,11241.0,546548.3183
7442,MO,SHELBY ,11641.70964,32950.07432,10.70689539,24477.55361,16.21693946,16.45226721,7.219103736,4.290225138,4.623065292,48.80160084,3569.0,174172.9134
9247,MO,CALDWELL ,10871.29696,26605.959,13.35563522,25241.00984,16.76656487,15.22796907,7.520455283,4.468454121,4.834630585,48.81807393,4624.0,225734.7738
6394,MO,MARIES ,10876.20868,23844.58216,15.63972737,25506.46481,16.99986155,15.08605376,7.319526118,4.522331278,4.938709944,48.86648265,3090.0,150997.4314
43499,MO,SCOTT ,12430.71406,38091.03047,1.710999666,21801.685,14.62201775,17.35280902,7.63595485,4.468158267,4.808673859,48.88761375,18297.0,894496.6688
3784,MO,SCHUYLER ,11349.63707,34555.49751,6.041883955,24991.10439,16.53342317,16.18517921,7.254085624,4.29215905,4.625215243,48.8900623,1814.0,88686.57301
16812,MO,GASCONADE ,11019.06242,26834.62863,36.05439309,23917.56662,16.13045983,15.69252098,7.31611349,4.69631769,5.171484135,49.00689613,8643.0,423566.6032
14410,MO,LIVINGSTON ,11701.8962,43941.16307,10.0383789,22609.41027,15.228498,17.20953174,7.12847467,4.509407382,4.937963376,49.01387516,6405.0,313933.8704
24408,MO,AUDRAIN ,12162.28721,44265.2969,1.692148493,22218.85296,14.96537419,17.56629345,7.129679204,4.47228296,4.888208566,49.02183837,10503.0,514876.3684
29636,MO,MARION ,12190.32639,48099.13226,3.048951517,21313.84114,14.40368638,17.85555764,7.367758469,4.53396501,4.932451183,49.09341868,12971.0,636790.7337
14829,MO,LINN ,12176.70559,42927.79304,4.449225696,23359.71549,15.52942251,17.54325256,7.144216063,4.271874201,4.60864681,49.09741214,7052.0,346234.9504
24300,MO,HENRY ,11849.37014,37204.61189,1.908848265,23884.85453,15.95673684,16.75890525,7.179244444,4.438498174,4.83216799,49.16555269,11366.0,558815.6719
240982,MO,GREENE ,12768.00032,42545.81219,0.984427075,20873.00783,14.29373431,18.00763045,7.066287233,4.70330688,5.208493693,49.27945257,104766.0,5162811.128
137233,MO,BOONE ,12179.01361,41607.3856,0.830629565,21204.61103,14.57455444,17.38579813,7.140207239,4.842699999,5.386353803,49.3296136,57421.0,2832555.743
19297,MO,VERNON ,12469.19931,36851.21018,1.346073971,23577.9501,15.72671367,17.36052403,7.269432036,4.388702922,4.756404732,49.50177739,8402.0,415913.9336
38815,MO,PETTIS ,12350.79266,44096.56294,2.014603005,22165.59778,14.90519749,17.7284037,7.469347675,4.516096914,4.898739922,49.5177857,16712.0,827541.2346
